Age,Gender,Weight(kg),Daily Water Intake (liters),Physical Activity Level,Hydration Level
54,Female,98.81,1.62,Moderate,At Risk of Dehydration
44,Female,73.32,3.92,Moderate,Hydrated
34,Male,50.15,1.15,Moderate,At Risk of Dehydration
29,Male,50.54,3.92,High,Hydrated
40,Female,69.66,2.01,Low,At Risk of Dehydration
22,Female,56.76,1.74,High,At Risk of Dehydration
55,Male,68.34,3.76,Moderate,Hydrated
43,Male,99.35,3.99,Moderate,Hydrated
45,Female,84.81,3.02,High,At Risk of Dehydration
30,Male,65.72,2.83,Moderate,At Risk of Dehydration
44,Male,73.89,2.41,High,At Risk of Dehydration
38,Female,57.18,2.71,High,At Risk of Dehydration
53,Male,55.0,2.04,Low,Hydrated
40,Female,60.88,2.11,High,At Risk of Dehydration
27,Male,67.63,2.6,Moderate,At Risk of Dehydration
53,Male,87.48,2.39,High,At Risk of Dehydration
51,Male,60.58,2.2,Low,At Risk of Dehydration
40,Male,61.26,1.2,Moderate,At Risk of Dehydration
21,Male,74.45,3.94,Moderate,Hydrated
48,Female,71.79,2.4,Moderate,At Risk of Dehydration
50,Female,73.64,1.73,Moderate,At Risk of Dehydration
22,Male,72.8,1.11,Low,At Risk of Dehydration
59,Male,58.51,3.23,Low,Hydrated
52,Female,54.42,3.84,High,At Risk of Dehydration
36,Female,51.84,3.15,Low,Hydrated
18,Male,57.27,2.29,High,At Risk of Dehydration
45,Female,73.4,3.12,Moderate,At Risk of Dehydration
53,Female,48.12,3.04,Low,Hydrated
41,Female,90.9,3.94,Moderate,Hydrated
26,Male,75.98,1.94,Low,At Risk of Dehydration
42,Female,82.3,1.76,Low,At Risk of Dehydration
24,Male,76.85,2.22,Moderate,At Risk of Dehydration
21,Female,77.48,3.51,Moderate,Hydrated
38,Female,94.12,1.31,Low,At Risk of Dehydration
36,Female,95.15,2.43,Moderate,At Risk of Dehydration
29,Female,75.73,2.84,Moderate,At Risk of Dehydration
26,Male,51.95,2.27,Moderate,At Risk of Dehydration
19,Male,47.34,1.3,Moderate,At Risk of Dehydration
23,Male,62.95,1.79,Moderate,At Risk of Dehydration
45,Male,77.17,3.47,Moderate,Hydrated
43,Male,56.47,1.71,High,At Risk of Dehydration
38,Male,69.19,1.67,Moderate,Hydrated
32,Male,49.49,2.98,Low,At Risk of Dehydration
41,Female,79.97,1.95,Moderate,At Risk of Dehydration
46,Female,82.41,3.61,High,At Risk of Dehydration
51,Male,86.2,1.31,Low,At Risk of Dehydration
22,Male,90.05,2.77,Moderate,Hydrated
49,Female,96.94,1.97,Moderate,At Risk of Dehydration
42,Female,76.93,1.98,Low,At Risk of Dehydration
30,Male,97.85,3.07,Moderate,At Risk of Dehydration
55,Female,68.15,3.32,Moderate,At Risk of Dehydration
34,Female,55.94,3.91,High,Hydrated
40,Female,67.79,2.4,Moderate,At Risk of Dehydration
30,Male,45.37,3.11,Moderate,Hydrated
40,Male,55.7,1.73,Moderate,At Risk of Dehydration
55,Male,96.1,2.33,High,At Risk of Dehydration
49,Female,71.66,3.73,Moderate,Hydrated
38,Female,62.35,2.75,High,At Risk of Dehydration
44,Male,97.66,3.24,Low,Hydrated
44,Male,81.27,1.74,High,At Risk of Dehydration
59,Female,65.39,3.79,High,At Risk of Dehydration
59,Male,92.89,3.77,Low,Hydrated
47,Female,64.74,1.37,High,At Risk of Dehydration
22,Male,48.47,1.43,Low,At Risk of Dehydration
49,Female,86.33,3.34,High,At Risk of Dehydration
40,Female,63.63,2.44,Moderate,At Risk of Dehydration
50,Female,86.27,1.6,Low,At Risk of Dehydration
53,Female,96.87,1.99,High,At Risk of Dehydration
53,Female,73.75,3.12,Low,Hydrated
35,Male,94.99,2.54,Moderate,At Risk of Dehydration
50,Female,81.53,2.49,Low,At Risk of Dehydration
18,Female,71.25,3.13,High,At Risk of Dehydration
51,Male,58.43,2.26,Low,Hydrated
58,Male,58.19,1.16,Moderate,At Risk of Dehydration
50,Female,53.13,1.32,Low,At Risk of Dehydration
24,Male,91.26,2.38,High,At Risk of Dehydration
31,Male,99.55,1.61,Moderate,At Risk of Dehydration
34,Male,67.59,2.3,High,At Risk of Dehydration
34,Female,88.06,2.08,Low,At Risk of Dehydration
49,Female,81.03,1.36,Low,At Risk of Dehydration
22,Female,92.28,3.4,Moderate,Hydrated
19,Female,82.33,2.43,Moderate,At Risk of Dehydration
27,Male,52.24,2.49,Low,Hydrated
55,Male,83.78,2.5,Low,At Risk of Dehydration
26,Female,92.08,2.27,Moderate,Hydrated
47,Female,65.8,3.96,Moderate,Hydrated
28,Female,85.38,1.07,Moderate,At Risk of Dehydration
38,Female,55.58,1.53,Moderate,At Risk of Dehydration
44,Male,98.0,2.1,Moderate,At Risk of Dehydration
22,Male,71.77,1.96,Moderate,At Risk of Dehydration
31,Female,77.68,3.8,Low,Hydrated
39,Male,86.14,3.1,High,At Risk of Dehydration
48,Female,91.87,2.27,High,At Risk of Dehydration
43,Male,57.8,3.04,High,At Risk of Dehydration
22,Male,79.66,3.32,Moderate,At Risk of Dehydration
47,Female,57.26,1.78,Moderate,At Risk of Dehydration
55,Female,63.47,2.56,Moderate,At Risk of Dehydration
25,Female,82.19,2.09,Low,At Risk of Dehydration
23,Male,96.12,3.16,High,Hydrated
22,Female,69.12,2.7,Low,At Risk of Dehydration
18,Male,68.33,1.59,High,At Risk of Dehydration
29,Female,57.15,3.82,High,Hydrated
58,Male,50.9,1.59,Moderate,At Risk of Dehydration
43,Female,72.55,2.43,Low,At Risk of Dehydration
47,Female,49.29,3.48,High,Hydrated
55,Male,48.26,2.22,Low,At Risk of Dehydration
35,Female,84.83,2.81,Low,At Risk of Dehydration
53,Female,92.91,3.73,Low,At Risk of Dehydration
34,Male,81.76,1.33,Low,At Risk of Dehydration
43,Female,53.04,1.49,Low,At Risk of Dehydration
28,Male,70.67,3.81,Low,Hydrated
23,Male,77.76,2.66,Low,At Risk of Dehydration
29,Female,98.28,2.97,Moderate,Hydrated
29,Male,81.73,3.43,Low,Hydrated
52,Male,95.12,3.8,Moderate,At Risk of Dehydration
18,Male,71.24,2.75,High,Hydrated
59,Female,68.91,3.91,High,Hydrated
33,Male,88.99,2.48,Moderate,At Risk of Dehydration
30,Female,49.4,2.33,High,At Risk of Dehydration
34,Female,72.63,3.78,Low,Hydrated
21,Female,55.8,3.68,Low,Hydrated
54,Female,48.77,3.78,Low,At Risk of Dehydration
26,Male,93.63,1.57,Low,At Risk of Dehydration
32,Female,74.42,1.46,High,At Risk of Dehydration
42,Male,82.98,2.77,High,Hydrated
51,Female,52.3,2.32,Moderate,At Risk of Dehydration
54,Female,47.58,2.36,High,At Risk of Dehydration
35,Female,97.87,3.86,Low,Hydrated
21,Male,79.65,2.43,High,At Risk of Dehydration
57,Female,81.95,2.08,Moderate,Hydrated
58,Female,72.94,1.45,Low,At Risk of Dehydration
19,Male,87.41,2.39,Low,Hydrated
37,Female,65.74,1.8,Low,At Risk of Dehydration
44,Male,69.79,1.53,Low,At Risk of Dehydration
18,Male,94.62,1.03,Low,At Risk of Dehydration
29,Female,97.67,1.91,Moderate,At Risk of Dehydration
53,Male,72.31,1.36,Low,At Risk of Dehydration
49,Female,51.54,4.0,Moderate,Hydrated
18,Female,60.81,2.97,Low,Hydrated
36,Male,65.19,2.18,Low,At Risk of Dehydration
32,Female,63.74,3.09,Low,At Risk of Dehydration
35,Male,49.61,2.53,Low,Hydrated
53,Female,76.95,2.68,Low,At Risk of Dehydration
20,Male,57.44,3.98,High,Hydrated
42,Female,94.4,3.56,Moderate,At Risk of Dehydration
42,Male,50.59,1.16,Moderate,At Risk of Dehydration
49,Male,55.59,2.49,Moderate,At Risk of Dehydration
50,Male,64.27,2.7,Moderate,At Risk of Dehydration
31,Female,96.56,2.19,High,At Risk of Dehydration
27,Male,52.74,1.98,Moderate,At Risk of Dehydration
53,Female,85.51,1.01,High,At Risk of Dehydration
37,Female,87.69,3.96,Moderate,Hydrated
54,Female,70.9,3.25,High,At Risk of Dehydration
37,Female,94.38,3.45,High,At Risk of Dehydration
49,Female,74.19,1.97,High,At Risk of Dehydration
34,Male,82.44,1.79,High,At Risk of Dehydration
46,Male,87.98,1.24,Moderate,At Risk of Dehydration
29,Female,90.09,2.06,Moderate,At Risk of Dehydration
26,Male,62.07,3.68,Moderate,At Risk of Dehydration
39,Female,69.34,3.68,High,Hydrated
48,Male,54.44,2.62,High,At Risk of Dehydration
30,Female,47.16,2.17,Moderate,At Risk of Dehydration
45,Male,49.48,1.01,High,At Risk of Dehydration
53,Male,96.03,3.92,High,Hydrated
19,Male,80.94,2.77,High,At Risk of Dehydration
34,Female,73.28,3.23,Moderate,Hydrated
45,Female,88.11,1.05,Low,At Risk of Dehydration
50,Male,70.46,1.34,Low,At Risk of Dehydration
47,Male,70.97,3.16,High,Hydrated
48,Female,71.75,3.25,Low,Hydrated
39,Female,62.41,2.09,High,At Risk of Dehydration
59,Male,60.28,1.97,Moderate,At Risk of Dehydration
57,Male,47.19,2.05,High,At Risk of Dehydration
31,Male,61.24,3.77,High,At Risk of Dehydration
46,Female,85.68,1.0,Low,At Risk of Dehydration
56,Female,67.46,3.25,Moderate,Hydrated
28,Female,79.15,3.16,Moderate,At Risk of Dehydration
59,Male,71.47,1.02,High,At Risk of Dehydration
59,Male,93.98,3.27,High,Hydrated
39,Male,72.89,2.92,High,At Risk of Dehydration
25,Female,45.31,3.67,Moderate,Hydrated
59,Male,84.37,3.15,Moderate,Hydrated
33,Male,78.63,3.87,High,Hydrated
30,Female,80.74,1.86,Low,At Risk of Dehydration
35,Female,80.27,1.58,Low,At Risk of Dehydration
20,Male,76.81,2.39,Low,Hydrated
31,Female,95.77,3.65,Low,At Risk of Dehydration
57,Male,69.89,1.29,High,At Risk of Dehydration
24,Male,67.48,2.58,High,At Risk of Dehydration
43,Female,48.0,2.64,High,At Risk of Dehydration
55,Female,77.85,2.11,High,At Risk of Dehydration
39,Male,64.81,1.74,High,At Risk of Dehydration
45,Female,83.85,1.1,Low,At Risk of Dehydration
35,Female,65.91,3.05,Low,Hydrated
22,Male,99.74,3.83,Moderate,Hydrated
23,Female,66.39,2.25,Low,Hydrated
24,Female,69.75,2.15,High,At Risk of Dehydration
29,Male,82.28,2.84,Moderate,At Risk of Dehydration
28,Male,62.12,3.56,Moderate,Hydrated
46,Male,93.79,2.16,High,At Risk of Dehydration
31,Male,54.3,1.35,High,At Risk of Dehydration
52,Male,48.89,3.02,Moderate,Hydrated
55,Male,72.35,3.42,Low,Hydrated
50,Female,64.36,3.52,Low,Hydrated
41,Female,99.15,2.11,Low,At Risk of Dehydration
42,Female,60.5,3.13,Low,At Risk of Dehydration
58,Female,67.3,1.29,Low,At Risk of Dehydration
28,Male,95.0,2.31,Low,At Risk of Dehydration
50,Female,85.35,3.13,Low,At Risk of Dehydration
49,Female,69.39,1.58,Low,At Risk of Dehydration
55,Female,90.35,2.95,Low,Hydrated
46,Female,67.8,3.07,Low,Hydrated
24,Female,56.89,1.88,High,At Risk of Dehydration
51,Female,66.63,3.55,Low,Hydrated
39,Male,90.06,3.19,Moderate,At Risk of Dehydration
26,Male,46.86,3.93,Low,Hydrated
52,Male,94.09,3.55,Low,At Risk of Dehydration
46,Female,77.31,1.69,Low,At Risk of Dehydration
29,Female,61.09,2.77,High,At Risk of Dehydration
33,Male,51.28,2.84,Low,At Risk of Dehydration
30,Female,59.23,2.51,Moderate,At Risk of Dehydration
45,Male,49.07,2.76,High,Hydrated
22,Male,77.08,2.79,Low,Hydrated
40,Male,56.72,3.84,Low,At Risk of Dehydration
28,Female,57.65,1.78,Low,At Risk of Dehydration
33,Female,67.52,1.52,Low,At Risk of Dehydration
18,Male,52.78,1.81,High,At Risk of Dehydration
58,Male,56.03,2.36,Moderate,At Risk of Dehydration
55,Male,70.08,3.45,Moderate,At Risk of Dehydration
31,Female,90.82,3.91,Low,Hydrated
48,Female,87.52,2.69,High,At Risk of Dehydration
59,Female,96.0,3.08,Low,Hydrated
39,Female,66.32,1.57,High,At Risk of Dehydration
44,Male,57.53,3.96,Moderate,Hydrated
58,Female,53.01,3.65,Moderate,Hydrated
53,Male,72.58,1.29,Moderate,At Risk of Dehydration
27,Male,54.49,3.97,High,Hydrated
51,Male,50.45,2.37,Moderate,At Risk of Dehydration
41,Male,94.81,1.27,Low,At Risk of Dehydration
30,Male,68.47,2.7,Low,At Risk of Dehydration
46,Male,85.8,3.99,Moderate,At Risk of Dehydration
50,Female,60.66,3.87,High,At Risk of Dehydration
26,Female,77.1,3.94,High,At Risk of Dehydration
23,Female,99.54,2.03,High,At Risk of Dehydration
23,Male,70.53,3.97,Low,Hydrated
43,Female,54.9,1.11,Low,At Risk of Dehydration
22,Male,68.38,3.26,Low,Hydrated
55,Male,89.05,2.38,Low,At Risk of Dehydration
34,Male,45.88,2.08,High,At Risk of Dehydration
36,Male,77.11,1.79,Moderate,At Risk of Dehydration
52,Female,64.46,1.96,Moderate,Hydrated
52,Female,72.64,1.71,Low,At Risk of Dehydration
22,Male,49.96,1.58,High,At Risk of Dehydration
47,Male,72.6,3.34,Low,At Risk of Dehydration
30,Male,75.3,2.76,Moderate,At Risk of Dehydration
49,Female,87.53,3.68,Low,Hydrated
26,Female,92.35,2.22,Low,At Risk of Dehydration
32,Female,58.73,1.94,High,At Risk of Dehydration
23,Female,51.84,1.22,High,At Risk of Dehydration
31,Male,82.43,1.84,High,At Risk of Dehydration
45,Female,53.1,1.36,High,At Risk of Dehydration
35,Male,55.28,3.0,High,At Risk of Dehydration
48,Female,48.52,2.83,High,Hydrated
30,Female,78.84,3.85,Low,Hydrated
30,Female,97.68,2.45,Moderate,Hydrated
40,Female,91.93,1.09,High,At Risk of Dehydration
40,Male,58.26,1.0,Low,At Risk of Dehydration
25,Male,66.66,1.4,Low,At Risk of Dehydration
22,Female,90.57,2.06,High,At Risk of Dehydration
49,Male,78.67,2.33,Moderate,At Risk of Dehydration
22,Female,60.11,3.35,Moderate,At Risk of Dehydration
20,Female,95.39,3.02,Moderate,Hydrated
57,Female,96.56,2.7,Low,At Risk of Dehydration
27,Male,78.26,3.26,Low,Hydrated
42,Female,82.34,2.91,Low,At Risk of Dehydration
41,Female,91.99,1.68,High,At Risk of Dehydration
33,Female,50.55,1.4,Low,At Risk of Dehydration
53,Male,96.12,1.3,Low,At Risk of Dehydration
34,Female,82.24,2.84,Moderate,Hydrated
53,Male,48.03,3.72,Moderate,Hydrated
28,Male,68.63,3.33,High,At Risk of Dehydration
28,Male,83.59,1.02,Low,At Risk of Dehydration
21,Male,52.41,1.16,Moderate,At Risk of Dehydration
38,Female,62.56,1.98,Moderate,At Risk of Dehydration
20,Male,86.79,2.42,High,At Risk of Dehydration
55,Female,99.33,1.88,High,At Risk of Dehydration
38,Male,85.82,1.45,Moderate,At Risk of Dehydration
50,Male,50.02,3.27,Moderate,At Risk of Dehydration
50,Female,59.35,2.65,Low,At Risk of Dehydration
34,Female,95.83,1.86,Low,At Risk of Dehydration
46,Male,56.9,3.69,High,Hydrated
29,Male,65.92,3.58,Low,Hydrated
57,Female,78.84,2.24,Moderate,Hydrated
50,Female,83.78,1.61,High,At Risk of Dehydration
21,Male,57.0,2.42,Moderate,Hydrated
53,Female,93.61,3.64,Low,At Risk of Dehydration
20,Female,62.94,3.54,Low,At Risk of Dehydration
42,Male,78.4,2.94,High,At Risk of Dehydration
35,Male,54.97,3.9,Moderate,At Risk of Dehydration
48,Male,66.25,1.97,High,At Risk of Dehydration
35,Female,76.01,1.72,Moderate,At Risk of Dehydration
44,Female,75.72,2.98,Low,At Risk of Dehydration
28,Female,87.55,3.16,Moderate,At Risk of Dehydration
56,Female,51.69,1.26,High,At Risk of Dehydration
26,Female,88.45,1.16,Moderate,At Risk of Dehydration
33,Female,94.92,3.05,High,At Risk of Dehydration
23,Male,76.61,2.11,High,At Risk of Dehydration
18,Female,58.55,2.62,Low,Hydrated
54,Male,67.23,3.36,High,At Risk of Dehydration
31,Female,92.04,1.97,Low,At Risk of Dehydration
48,Female,45.35,2.81,Moderate,Hydrated
49,Male,91.75,3.86,Moderate,Hydrated
24,Female,96.73,3.66,Low,Hydrated
50,Female,57.78,1.2,High,At Risk of Dehydration
38,Female,94.28,1.12,High,At Risk of Dehydration
47,Female,76.8,2.18,High,Hydrated
26,Female,87.56,1.64,Low,At Risk of Dehydration
27,Male,83.93,1.95,High,At Risk of Dehydration
52,Male,86.43,3.4,Low,Hydrated
41,Male,99.25,1.7,High,At Risk of Dehydration
59,Male,53.42,2.92,Low,Hydrated
32,Male,71.16,3.79,High,Hydrated
55,Female,61.0,3.35,Moderate,Hydrated
38,Female,90.83,1.6,High,At Risk of Dehydration
39,Female,71.39,2.72,Moderate,At Risk of Dehydration
46,Female,58.54,3.94,Low,At Risk of Dehydration
57,Male,50.21,3.0,Low,Hydrated
52,Female,83.14,2.69,Moderate,At Risk of Dehydration
39,Female,99.54,2.8,High,Hydrated
58,Female,95.65,1.64,High,At Risk of Dehydration
56,Male,46.95,1.97,Low,At Risk of Dehydration
20,Male,54.74,3.25,Low,Hydrated
41,Female,92.75,2.46,Moderate,At Risk of Dehydration
28,Female,90.23,2.35,High,At Risk of Dehydration
33,Male,69.19,1.25,High,At Risk of Dehydration
58,Female,54.32,3.16,Low,Hydrated
43,Male,83.07,1.64,Moderate,At Risk of Dehydration
52,Female,99.59,2.46,Moderate,Hydrated
33,Male,79.49,3.05,High,Hydrated
40,Male,64.38,1.58,Low,At Risk of Dehydration
54,Male,90.69,1.91,High,At Risk of Dehydration
53,Male,81.32,2.04,High,At Risk of Dehydration
41,Male,86.11,1.65,Low,At Risk of Dehydration
57,Female,59.62,2.84,High,At Risk of Dehydration
45,Male,64.67,1.28,Low,At Risk of Dehydration
52,Male,45.04,3.58,Moderate,Hydrated
49,Female,65.48,1.35,Low,At Risk of Dehydration
38,Female,72.64,1.44,Low,At Risk of Dehydration
25,Male,59.5,3.42,Moderate,At Risk of Dehydration
36,Male,76.81,3.7,Low,Hydrated
56,Male,99.54,2.79,High,At Risk of Dehydration
39,Male,77.2,2.39,Moderate,At Risk of Dehydration
50,Male,77.36,3.06,Low,Hydrated
54,Female,88.82,3.06,High,Hydrated
31,Male,66.73,3.86,Moderate,Hydrated
52,Female,57.74,3.0,High,At Risk of Dehydration
28,Male,75.49,3.21,Low,At Risk of Dehydration
52,Male,88.31,1.17,High,At Risk of Dehydration
30,Male,56.21,1.54,Moderate,At Risk of Dehydration
23,Female,94.9,1.15,Low,At Risk of Dehydration
22,Female,60.86,1.95,High,At Risk of Dehydration
25,Female,92.64,1.2,Moderate,At Risk of Dehydration
58,Female,84.46,2.56,Low,At Risk of Dehydration
25,Female,51.26,3.29,Moderate,At Risk of Dehydration
32,Male,60.06,1.58,Moderate,At Risk of Dehydration
51,Female,98.09,2.79,Low,At Risk of Dehydration
39,Female,94.74,1.55,Low,At Risk of Dehydration
45,Female,51.95,3.17,Moderate,At Risk of Dehydration
20,Female,60.32,3.72,Moderate,Hydrated
33,Male,50.77,3.22,Low,Hydrated
20,Male,71.7,2.27,High,At Risk of Dehydration
24,Male,85.34,3.28,Moderate,At Risk of Dehydration
57,Male,55.66,2.45,High,At Risk of Dehydration
32,Female,68.59,2.44,Moderate,At Risk of Dehydration
18,Male,91.64,1.89,Moderate,Hydrated
51,Male,50.3,1.64,High,At Risk of Dehydration
49,Female,70.03,3.51,Low,Hydrated
43,Female,59.34,1.5,High,At Risk of Dehydration
39,Male,64.94,3.79,High,Hydrated
30,Male,72.42,3.51,Low,Hydrated
26,Female,53.63,2.66,Moderate,At Risk of Dehydration
40,Female,57.67,3.6,High,Hydrated
30,Female,50.2,1.05,Low,At Risk of Dehydration
41,Male,58.24,3.99,Low,Hydrated
31,Female,65.68,3.89,Low,Hydrated
43,Female,68.3,1.37,Low,At Risk of Dehydration
45,Female,56.47,1.88,Low,At Risk of Dehydration
42,Male,65.31,3.68,Moderate,Hydrated
49,Male,91.91,3.95,Low,Hydrated
24,Female,86.31,1.9,Low,At Risk of Dehydration
33,Male,80.44,1.9,High,At Risk of Dehydration
18,Male,56.1,3.31,High,Hydrated
53,Female,64.82,2.35,Moderate,At Risk of Dehydration
24,Male,92.08,2.21,High,At Risk of Dehydration
45,Female,51.72,1.28,Moderate,At Risk of Dehydration
34,Male,74.85,3.56,High,Hydrated
33,Female,92.73,3.32,Low,Hydrated
52,Female,83.4,3.21,High,Hydrated
36,Female,82.08,1.85,Low,At Risk of Dehydration
39,Female,85.13,1.75,Moderate,At Risk of Dehydration
52,Male,48.88,3.71,Moderate,Hydrated
50,Male,49.13,1.87,High,At Risk of Dehydration
33,Female,57.98,1.22,High,At Risk of Dehydration
41,Male,53.9,3.99,Moderate,Hydrated
29,Female,62.56,3.79,High,At Risk of Dehydration
27,Male,48.7,2.18,Low,Hydrated
22,Female,68.94,2.63,Low,At Risk of Dehydration
59,Female,55.79,4.0,Low,Hydrated
39,Male,63.56,3.41,Moderate,At Risk of Dehydration
58,Male,70.97,3.66,Moderate,Hydrated
43,Female,51.05,2.28,High,At Risk of Dehydration
49,Male,93.33,2.31,High,At Risk of Dehydration
56,Male,68.14,3.97,Moderate,Hydrated
29,Male,87.42,3.6,Low,At Risk of Dehydration
50,Female,58.61,1.28,High,At Risk of Dehydration
21,Female,86.74,2.25,High,At Risk of Dehydration
33,Male,88.0,3.05,Low,At Risk of Dehydration
20,Female,52.5,1.68,High,At Risk of Dehydration
48,Male,79.92,3.17,Low,At Risk of Dehydration
21,Female,62.83,2.74,High,At Risk of Dehydration
48,Female,96.48,2.73,Low,At Risk of Dehydration
37,Female,74.18,1.96,Low,At Risk of Dehydration
59,Female,45.81,2.45,Low,At Risk of Dehydration
52,Male,72.4,1.78,Moderate,At Risk of Dehydration
18,Female,93.69,2.16,Moderate,At Risk of Dehydration
22,Female,83.14,3.57,Low,Hydrated
29,Male,97.41,2.51,Low,At Risk of Dehydration
51,Female,57.79,1.59,Low,At Risk of Dehydration
53,Female,71.22,3.84,Moderate,Hydrated
47,Male,81.72,1.69,High,At Risk of Dehydration
31,Male,99.72,2.63,High,At Risk of Dehydration
45,Male,86.31,2.74,High,Hydrated
26,Female,93.57,1.12,Low,At Risk of Dehydration
21,Female,65.5,1.0,High,At Risk of Dehydration
22,Male,94.01,1.63,Low,At Risk of Dehydration
32,Male,74.24,3.46,Low,At Risk of Dehydration
34,Female,74.59,1.23,Moderate,At Risk of Dehydration
52,Female,88.39,2.68,Moderate,At Risk of Dehydration
52,Female,76.6,3.13,High,At Risk of Dehydration
40,Male,75.94,1.36,High,At Risk of Dehydration
32,Female,65.02,3.2,High,At Risk of Dehydration
42,Male,90.18,1.18,Low,At Risk of Dehydration
57,Female,61.48,3.1,Low,At Risk of Dehydration
28,Male,78.64,1.84,High,At Risk of Dehydration
26,Female,93.41,3.6,Moderate,Hydrated
21,Male,76.88,1.89,High,At Risk of Dehydration
18,Male,63.76,2.74,Moderate,Hydrated
37,Female,74.52,1.14,High,At Risk of Dehydration
44,Female,76.15,1.94,High,At Risk of Dehydration
57,Female,63.57,2.72,High,At Risk of Dehydration
